"album"|"album_url"
"Frozen In Time"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/30/20/27/3020274e-a05e-dbdf-bcf3-0c0a6067659c/source/512x512.jpg"
"The End Complete"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/87/c8/b8/87c8b8e8-7630-4605-4598-2f938e97ba55/source/512x512.jpg"
"Aria of Vernal Tombs"|"https://is2-ssl.mzstatic.com/image/thumb/Music3/v4/83/81/17/838117eb-7740-983b-3572-54197a4ab110/source/512x512.jpg"
"Meet Thy Maker"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/24/d7/35/24d73595-ca7b-94e2-ad4a-8eb666331819/source/512x512.jpg"
"No Survivors"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/7b/b0/da/7bb0da55-587a-3760-3012-e7437542b0c1/source/512x512.jpg"
"Bury the Hatchet"|"https://is2-ssl.mzstatic.com/image/thumb/Music4/v4/e9/22/30/e92230fd-6bdd-bfca-8606-178c980e4f1f/source/512x512.jpg"
"The Fire Awaits You"|"https://is4-ssl.mzstatic.com/image/thumb/Music6/v4/e0/6d/0a/e06d0ad9-03dd-e047-9b75-8c1c01a5c2d1/source/512x512.jpg"
"Cryptic Implosion"|"https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/ac/4d/c4/ac4dc4ca-59f6-9160-a576-28e3c4877864/source/512x512.jpg"
"No Motivation to Live"|"https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/4c/38/78/4c387854-740c-d5c3-8b12-1357e995f918/source/512x512.jpg"
"The Ape of God I"|"https://is2-ssl.mzstatic.com/image/thumb/Music3/v4/84/7e/5e/847e5e9f-8884-9cdf-ac15-5611672ad7f3/source/512x512.jpg"
"The Ape of God I"|"https://is2-ssl.mzstatic.com/image/thumb/Music3/v4/84/7e/5e/847e5e9f-8884-9cdf-ac15-5611672ad7f3/source/512x512.jpg"
"Seminar IX: Darkness of Being"|"https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/20/6d/6b/206d6b14-74d4-f2bc-f33e-8e399935d4d5/source/512x512.jpg"
"God Is Good"|"https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/8c/a3/d7/8ca3d7f5-1856-6dc8-28ad-4a60d5e48e7a/source/512x512.jpg"
"Variations On a Theme"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/e8/72/db/e872db43-9c59-c790-126e-fab29ff2b7ec/source/512x512.jpg"
"Pilgrimage"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/0d/e6/a7/0de6a74c-6ba5-1db2-aa57-33f74b74b702/source/512x512.jpg"
"Defrauded Reign"|"https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/e5/73/4a/e5734af6-aa2b-23e8-b551-3ccdc90c1e0e/source/512x512.jpg"
"It's All a Long Goodbye"|"https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/96/71/73/9671738f-974a-8848-cb63-bb0c90403325/source/512x512.jpg"
"Some of Us May Never See the World"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/ce/75/67/ce756700-e789-0a70-7990-1bcee8d698db/source/512x512.jpg"
"Number One Beautiful - EP"|"https://is4-ssl.mzstatic.com/image/thumb/Music117/v4/88/05/5f/88055f1a-cb6c-60c2-9468-b99f79e4c577/source/512x512.jpg"
"Going Down"|"https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/46/a4/65/46a46512-6a51-d81e-c2dc-f3e62ad36545/source/512x512.jpg"
"Disintegrator"|"https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/95/38/41/953841a4-a22a-7adf-78bc-fe778936965e/source/512x512.jpg"
"Visions of Hell"|"https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/a8/88/cd/a888cdac-c3c5-2cb1-4595-90f6111c1e5a/source/512x512.jpg"
"Evolution"|"https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/8f/87/f0/8f87f0e3-1097-0d18-726e-bcee4803fff0/source/512x512.jpg"
"The Life I Remember"|"https://is1-ssl.mzstatic.com/image/thumb/Music127/v4/85/e0/39/85e039b9-d6a7-9a4d-2802-ce0a3c535f90/source/512x512.jpg"
"Moving Units"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/c4/99/05/c49905a5-782c-9ef7-0098-d3140db092d0/source/512x512.jpg"
"Paint the Town"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/f3/13/84/f31384a8-62cf-ff6d-0071-162f8b78f5d6/source/512x512.jpg"
"Prone Mortal Form / Innocents"|"https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/cf/7d/fe/cf7dfe8a-d20b-abad-45e3-7566d1ede8ff/source/512x512.jpg"
"Prone Mortal Form / Innocents"|"https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/cf/7d/fe/cf7dfe8a-d20b-abad-45e3-7566d1ede8ff/source/512x512.jpg"
"Generation Antichrist"|"https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/68/d4/44/68d44430-4701-7f11-3b61-1116e67ed9ca/source/512x512.jpg"
"In Search of Sanity"|"https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/ab/ce/cf/abcecf36-fd2b-d4ca-7242-c8dc5bf5ffd5/source/512x512.jpg"
"Sounds of Violence"|"https://is2-ssl.mzstatic.com/image/thumb/Music3/v4/4f/d4/18/4fd418f8-b954-2ce2-846e-955370b3f89f/source/512x512.jpg"
"Power from Hell"|"https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/2c/d5/83/2cd58352-66cb-2b1a-c032-8ee10454b426/source/512x512.jpg"
"The Force"|"https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/71/28/4e/71284e07-7118-3ea4-0854-028951e1600e/source/512x512.jpg"
"Killing Peace"|"https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/a4/d5/e3/a4d5e3cf-c427-2161-e983-fe65b6785ce9/source/512x512.jpg"
"VI"|"https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/db/2b/59/db2b5944-0006-1c5b-fa12-177507833bb2/source/512x512.jpg"
"Reawaken"|"https://is1-ssl.mzstatic.com/image/thumb/Music69/v4/35/f9/17/35f917a5-771a-2639-57f2-39daad7bc9c5/source/512x512.jpg"
"Evermoving"|"https://is3-ssl.mzstatic.com/image/thumb/Music19/v4/cc/f0/1a/ccf01a05-0b50-7fb1-7361-7c3969c08e7b/source/512x512.jpg"
"Indicator"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/1b/1d/99/1b1d99ff-b1e5-2ca0-79f3-62a889fbf900/source/512x512.jpg"
"This World Is Not My Home"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/fb/c1/0e/fbc10ef6-49f7-7292-2430-87b9d699c844/source/512x512.jpg"
"The War Within Us"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/02/dd/a2/02dda2c6-7dae-1945-3c1d-130a44622e4a/source/512x512.jpg"
"Capricorn"|"https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/b4/06/45/b4064541-8d93-2640-5e95-bc1db15d3618/source/512x512.jpg"
"Sign of the Witch - EP"|"https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/27/90/10/279010da-3686-3d05-b849-34f1109ffcb1/source/512x512.jpg"
"Through the Devil's Doorway - EP"|"https://is3-ssl.mzstatic.com/image/thumb/Music118/v4/8b/b6/a5/8bb6a5e4-70d1-ef3a-5a4e-de5ffcfeffe4/source/512x512.jpg"
"Wizard of War"|"https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/65/d1/06/65d106d7-8353-82d4-a0a2-a9a8683236e2/source/512x512.jpg"
"The Mouths of Madness"|"https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/65/d1/06/65d106d7-8353-82d4-a0a2-a9a8683236e2/source/512x512.jpg"
"Heretic - Single"|"https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/41/90/73/4190738c-cafa-9ed7-4190-1ae9a2da554a/source/512x512.jpg"
"An Examination Of Being"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/db/99/30/db993054-ea5f-bfd4-ad6e-4e415f876c51/source/512x512.jpg"
"Internal Monologues"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/70/f7/d9/70f7d934-8526-4f7c-a91f-a0c879ce676c/source/512x512.jpg"
"Orgone Accumulator"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/7f/21/55/7f2155b3-7966-1e36-02a8-daaebd1a3e62/source/512x512.jpg"
"Orphonic Orchestra"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/4b/37/8f/4b378fde-1a54-0d91-880f-7f8e3a12a849/source/512x512.jpg"
"Office of Strategic Influence"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/6c/15/1f/6c151f15-16ba-9b76-c823-dd900f30052d/source/512x512.jpg"
"Blood"|"https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/a8/1a/dc/a81adc66-5d6e-00e9-92e7-7b019a808a8f/source/512x512.jpg"
"Free (Deluxe Edition)"|"https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/1a/bd/db/1abddbf4-23c4-2d52-8e2e-d66cd9b7a719/source/512x512.jpg"
"Fire Make Thunder"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/4e/52/9c/4e529c48-43e2-f8dd-1957-6daff4ba91af/source/512x512.jpg"
"Crushing the American Christ"|"https://is2-ssl.mzstatic.com/image/thumb/Music6/v4/c4/22/91/c422917a-3727-4832-cf33-ff66af44fbb7/source/512x512.jpg"
"Paingod"|"https://is4-ssl.mzstatic.com/image/thumb/Music6/v4/62/de/2b/62de2bd4-8456-0746-2c12-a003e2da8d35/source/512x512.jpg"
"Painted Windows Black"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/29/b4/89/29b48903-781c-1ab5-7d4c-e977d3050d67/source/512x512.jpg"
"Eternity Revealed"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/9c/ff/14/9cff143a-0a7e-7883-22b7-02b91ebe6c42/source/512x512.jpg"
"Cemetery Earth"|"https://is5-ssl.mzstatic.com/image/thumb/Music6/v4/a5/ba/b0/a5bab071-6675-b2b3-d983-fafbcb9345e0/source/512x512.jpg"
"Habitual Linestepper - EP"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/ae/57/ba/ae57ba4a-10f0-59d4-b78b-364b7f6324ab/source/512x512.jpg"
"Foundations of Burden"|"https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/05/86/48/0586489a-eb44-f986-768c-d9a34c3b5f49/source/512x512.jpg"
"Sorrow and Extinction"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/dd/8b/78/dd8b787e-0983-dc2b-c1ba-4c67792ce014/source/512x512.jpg"
"Heartless"|"https://is4-ssl.mzstatic.com/image/thumb/Music82/v4/02/81/99/028199d6-1804-3368-5eac-68919fc2bb0f/source/512x512.jpg"
"Panopticon - Roads to the North"|"https://is2-ssl.mzstatic.com/image/thumb/Music5/v4/a7/15/ed/a715ed51-eaae-f4cf-827e-1c1acfcfc5b9/source/512x512.jpg"
"Kentucky"|"https://is3-ssl.mzstatic.com/image/thumb/Music117/v4/a1/52/e0/a152e02f-f4f1-2de1-215c-7c4c31884370/source/512x512.jpg"
"Social Disservices"|"https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/ca/3b/87/ca3b8733-3976-b9df-1b24-871cc747286e/source/512x512.jpg"
"Panopticon"|"https://is3-ssl.mzstatic.com/image/thumb/Music5/v4/4c/5f/d0/4c5fd060-5fa4-2f5e-8f0f-50870dff7d9b/source/512x512.jpg"
"The Great Southern Trendkill"|"https://is1-ssl.mzstatic.com/image/thumb/Music22/v4/36/85/62/36856297-d897-7096-8175-7a4e0d330722/source/512x512.jpg"
"Cowboys from Hell"|"https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/ff/70/fe/ff70fea6-fab1-8674-387d-f0c13dabc8c2/source/512x512.jpg"
"Far Beyond Driven"|"https://is3-ssl.mzstatic.com/image/thumb/Music71/v4/94/4c/4f/944c4f1b-b568-e667-2af3-8c3f64fe2f77/source/512x512.jpg"
"Reinventing the Steel"|"https://is4-ssl.mzstatic.com/image/thumb/Music62/v4/4f/68/12/4f681255-5a02-404c-83fc-7c048cff552c/source/512x512.jpg"
"Vulgar Display of Power"|"https://is4-ssl.mzstatic.com/image/thumb/Music69/v4/8a/46/55/8a4655f4-4d7d-648d-75dd-a878d95ad372/source/512x512.jpg"
"Official Live: 101 Proof"|"https://is4-ssl.mzstatic.com/image/thumb/Music71/v4/8a/07/e4/8a07e408-b5a6-c8fb-0ddb-eb9566cb93e9/source/512x512.jpg"
"I Am the Night"|"https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/09/f0/7f/09f07fc1-619d-f99a-e30c-309bd666371a/source/512x512.jpg"
"Fatal Command"|"https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/7d/af/47/7daf473c-71c1-23d4-f90b-e1e28c6911c7/source/512x512.jpg"
"Send Them All to Hell"|"https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/d8/28/c9/d828c9c8-5893-9434-519d-4d12ff083bff/source/512x512.jpg"
"Riot Squad"|"https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/bb/50/8d/bb508d77-bc22-c8c7-4c96-bfd193d85892/source/512x512.jpg"
"Electrify"|"https://is2-ssl.mzstatic.com/image/thumb/Music1/v4/d9/31/30/d931305f-28a8-6476-89ca-eaffe4c038af/source/512x512.jpg"
"Tales of the Weird"|"https://is2-ssl.mzstatic.com/image/thumb/Music3/v4/01/ef/cb/01efcbc9-56d4-127c-161a-4bd07fd9d000/source/512x512.jpg"
"Collision Course - Paradox II"|"https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/51/9f/9d/519f9d2c-97bc-cb02-0621-86250a9e3439/source/512x512.jpg"
"The Dark Legacy"|"https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/1a/62/c1/1a62c1d9-d766-a422-75ab-e595fdeb1419/source/512x512.jpg"
"World of Sin"|"https://is1-ssl.mzstatic.com/image/thumb/Music69/v4/1d/af/1a/1daf1a29-71e2-66f4-9953-a0297d5737f3/source/512x512.jpg"
"The Final Command"|"https://is1-ssl.mzstatic.com/image/thumb/Music69/v4/c6/75/c8/c675c8c6-ffd0-ffb0-aaa9-66251cc2c4b6/source/512x512.jpg"
"Hell Beyond Hell"|"https://is1-ssl.mzstatic.com/image/thumb/Music69/v4/d9/85/71/d9857146-5ee6-18e7-0a83-a5fe2b6c6e30/source/512x512.jpg"
"Chalice of Steel"|"https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/c8/90/9b/c8909bcf-968d-6a70-fd34-83b73bf9e399/source/512x512.jpg"
"Revenge"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/4d/e8/f5/4de8f5f8-2f44-ca0e-bbb3-48bbba4cff8a/source/512x512.jpg"
"Force of Destruction"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/51/42/f6/5142f692-b74e-3b84-4b9a-cfc3e4a7aca5/source/512x512.jpg"
"Steelbound"|"https://is3-ssl.mzstatic.com/image/thumb/Music5/v4/44/7c/e6/447ce684-e2bc-9236-4597-dd0e048f566d/source/512x512.jpg"
"Law of the Blade"|"https://is4-ssl.mzstatic.com/image/thumb/Music5/v4/30/81/0c/30810cd1-dd0a-d98f-c118-e52ff92f5de4/source/512x512.jpg"
"Screenslaves"|"https://is4-ssl.mzstatic.com/image/thumb/Music91/v4/1b/53/0b/1b530b07-d4b4-40c8-fa57-ae6b23ea82a0/source/512x512.jpg"
"Forgotten Prophecies"|"https://is5-ssl.mzstatic.com/image/thumb/Music69/v4/9f/a0/a5/9fa0a525-a911-2d60-89c9-13abcfeb7b7f/source/512x512.jpg"
"Alice in Wonderland"|"https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/f2/19/f1/f219f17e-bf7e-4573-d8c9-542b229ddf83/source/512x512.jpg"
"Visions"|"https://is4-ssl.mzstatic.com/image/thumb/Music3/v4/af/1e/cb/af1ecbe5-8bdb-88bb-e459-1fc57273bb36/source/512x512.jpg"
"Legacy of the Ancients"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/02/b4/10/02b41091-1402-2a41-276c-9e4231919e70/source/512x512.jpg"
"Incisions of Perverse Debauchery"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/72/e3/4d/72e34d3a-fa6a-a070-fdcf-bd67eaaffc54/source/512x512.jpg"
"The Time of Great Purification"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/24/5e/b4/245eb491-3691-bf82-e194-c75885e73104/source/512x512.jpg"
"Awaken to the Suffering"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/4d/67/1f/4d671fed-b748-7d96-7c04-defd679981d8/source/512x512.jpg"
"Age of Onset"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/ef/0b/15/ef0b15ad-0fad-1947-d1d7-2f17a76490c0/source/512x512.jpg"
"Lords of Rephaim"|"https://is4-ssl.mzstatic.com/image/thumb/Music6/v4/e9/80/b9/e980b916-71c0-245f-5f9e-215aa8cf8272/source/512x512.jpg"
"Surgically Hacked"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/ec/4d/b7/ec4db7dd-1ea6-1493-6755-9304d0c2302d/source/512x512.jpg"
"Hoverface"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/bb/8a/60/bb8a6055-f3d9-a25e-f9f5-04b6e79d6766/source/512x512.jpg"
"Uni Versus Universe"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/f0/a1/31/f0a13176-3d06-6566-e5a6-4fa3d1c2058f/source/512x512.jpg"
"The End of the Hour"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/fb/bc/e7/fbbce7f4-f482-9601-dbcf-7c0011e2c233/source/512x512.jpg"
"Promises In Blood"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/07/a8/af/07a8af67-bdf6-aa5b-4699-4bbe31fcaad4/source/512x512.jpg"
"Thy Murderous - Single"|"https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/30/11/b4/3011b4fa-1297-4d9d-07dc-9960e3b1482d/source/512x512.jpg"
"Smite and Ignite"|"https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/7c/8a/ca/7c8acaea-0832-9807-d996-aa4d1bf946d0/source/512x512.jpg"
"This Wretched World - EP"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/08/47/6d/08476da3-83ea-390b-fc29-9d1627cc4ff1/source/512x512.jpg"
"Spheres"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/cf/c1/79/cfc179ad-0baf-c6af-691e-e635e7b50d33/source/512x512.jpg"
"Consuming Impulse"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/e8/e5/fa/e8e5fa37-3aef-c36f-a8cf-42a3219f02a6/source/512x512.jpg"
"Resurrection Macabre"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/87/b8/8c/87b88c44-3982-a24c-df38-f858e7d45e46/source/512x512.jpg"
"Obsideo"|"https://is3-ssl.mzstatic.com/image/thumb/Music118/v4/84/e3/1f/84e31f37-497d-d7a7-319b-b89845fbcb52/source/512x512.jpg"
"Doctrine"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/d1/7f/ef/d17feffa-9c1e-2707-c794-aac305e10aeb/source/512x512.jpg"
"Malleus Maleficarum"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/8b/93/86/8b938632-1641-f35c-96b6-c335d005daf5/source/512x512.jpg"
"Testimony of the Ancients"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/bf/1e/ff/bf1eff3c-e5cb-6c2e-00e8-2a975820096b/source/512x512.jpg"
"Hadeon"|"https://is5-ssl.mzstatic.com/image/thumb/Music118/v4/97/75/d5/9775d509-909b-f536-b4d9-96b2b8e6ed7c/source/512x512.jpg"
"Bury the Light"|"https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/3c/c8/c4/3cc8c480-0b0e-bb92-ba27-788603cf5a25/source/512x512.jpg"
"Be Gone"|"https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5b/12/2d/5b122d7d-be26-f458-7deb-d230288c4f3f/source/512x512.jpg"
"The Longest Night"|"https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/bb/c8/48/bbc8481e-170e-19ba-5d6b-d58d0136e622/source/512x512.jpg"
"After the Fire"|"https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/e6/f4/4a/e6f44a01-b0b4-2db8-1ee3-f0efb7449de3/source/512x512.jpg"
"Walk Through Exits Only"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/c2/0d/39/c20d397c-df7e-25c0-d933-2723a87e0d9d/source/512x512.jpg"
"Choosing Mental Illness"|"https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/d7/c0/ef/d7c0ef15-3eb8-5985-9df1-6e3e070f063a/source/512x512.jpg"
"Harmonic"|"https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/f5/21/b9/f521b936-f7fa-208a-65fc-b88de3e753f3/source/512x512.jpg"
"Destination Unknown"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/e8/79/b7/e879b7a4-4b95-eab5-25e7-2c4d398c0e48/source/512x512.jpg"
"Prowler In the Yard"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/24/bd/6d/24bd6dd5-26eb-2ee5-364f-ceec2569993b/source/512x512.jpg"
"Terrifyer"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/34/80/b7/3480b755-e8d4-7c29-d5b9-7c17083f0541/source/512x512.jpg"
"38 Counts of Battery"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/af/03/9e/af039e9b-a294-6ca2-59a7-bb565e6c3414/source/512x512.jpg"
"Suicide Through Decay (Demo)"|"https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/6f/31/23/6f312318-df27-be94-b9e0-447376a8a2f0/source/512x512.jpg"
"Book Burner (Deluxe Version)"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/2c/a5/6d/2ca56dbc-9fb2-90d0-44c9-ac2c964010db/source/512x512.jpg"
"Phantom Limb"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/38/07/06/38070691-c239-071d-f306-ceb93fa5ff51/source/512x512.jpg"
"Mass & Volume - EP"|"https://is4-ssl.mzstatic.com/image/thumb/Music3/v4/e0/e1/67/e0e1679d-c6f7-4423-5008-bdb73e017a04/source/512x512.jpg"
"Painter of Dead Girls (Deluxe Edition)"|"https://is4-ssl.mzstatic.com/image/thumb/Music69/v4/76/d1/ac/76d1acdf-ce03-ba1b-4d44-c240c7a5701b/source/512x512.jpg"
"Misery Wizard"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/bd/bd/9a/bdbd9af8-e04a-18b2-9a8a-0d677ddf81f5/source/512x512.jpg"
"II: Void Worship"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/42/4b/46/424b467a-a44e-053c-a422-b4c290562b21/source/512x512.jpg"
"Where We Come From"|"https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/d0/06/a1/d006a1a6-8b05-e35d-b891-0a86f41b8609/source/512x512.jpg"
"Cast Down the Plague"|"https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/00/18/4a/00184a4f-5c83-b2bb-ea36-aaf52f10afc9/source/512x512.jpg"
"Fields of Disbelief"|"https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/8e/2d/1c/8e2d1c64-36eb-3b6c-cc13-bff79f725ca3/source/512x512.jpg"
"Nailed"|"https://is1-ssl.mzstatic.com/image/thumb/Music20/v4/7f/7b/b3/7f7bb369-4799-a9b6-4415-30f7ff3086ae/source/512x512.jpg"
"With Vision"|"https://is1-ssl.mzstatic.com/image/thumb/Music30/v4/75/fb/1a/75fb1a32-a5b6-117c-c69d-007acdad7038/source/512x512.jpg"
"As a Dog Returns"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/4f/d2/c6/4fd2c612-9aee-8929-2c13-e31e826ff601/source/512x512.jpg"
"Despair"|"https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/fd/cd/96/fdcd96a0-c9ba-094d-c144-b9af1ed425d5/source/512x512.jpg"
"Depression (Remaster)"|"https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/b3/f3/62/b3f362cd-5d3a-07e3-bfe8-29df065fd0c4/source/512x512.jpg"
"Nothing Lasts Forever (Remastered)"|"https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/23/8e/60/238e602a-6888-fdfb-5da4-7383fccee381/source/512x512.jpg"
"Behind My Mask (Remaster)"|"https://is5-ssl.mzstatic.com/image/thumb/Music6/v4/75/8e/51/758e5160-a889-713d-b088-70b41efa9f39/source/512x512.jpg"
"Portal (Demo)"|"https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/d5/9d/e8/d59de8dc-ed78-6194-29ba-2b16f6b70e44/source/512x512.jpg"
"Beyond the Gates"|"https://is2-ssl.mzstatic.com/image/thumb/Music1/v4/0d/62/fc/0d62fc8a-862a-53ae-68d3-2436c212565d/source/512x512.jpg"
"The Eyes of Horror - EP"|"https://is2-ssl.mzstatic.com/image/thumb/Music5/v4/3f/9a/ea/3f9aeadb-4594-49af-db95-1b0206e86f06/source/512x512.jpg"
"Seven Churches"|"https://is4-ssl.mzstatic.com/image/thumb/Music5/v4/04/ed/d1/04edd1c3-f986-7336-9260-46bf220b1006/source/512x512.jpg"
"Revelations of Oblivion"|"https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/01/f1/ac/01f1ac56-f6d8-740f-1249-ae2d8b2eb44e/source/512x512.jpg"
"Manifest Decimation"|"https://is2-ssl.mzstatic.com/image/thumb/Music111/v4/b7/18/f8/b718f8e4-3bf5-14e7-4ab1-a835bcb94101/source/512x512.jpg"
"Nightmare Logic"|"https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/b7/79/96/b7799669-5da6-13ff-4fb4-826bfe5a0c56/source/512x512.jpg"
"Absolute Power"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/4b/3b/78/4b3b785b-3b8d-32ad-b591-85bfade85f4b/source/512x512.jpg"
"Infinite"|"https://is3-ssl.mzstatic.com/image/thumb/Music62/v4/d9/bf/09/d9bf099f-73bb-f156-57ee-2f845f456f1e/source/512x512.jpg"
"The Madness Begins... - EP"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/9e/27/56/9e27560c-e2d0-e547-b405-59416f026d82/source/512x512.jpg"
"The Rain In Endless Fall"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/c9/d8/f7/c9d8f763-0b17-69d4-37b9-5c7e513830b2/source/512x512.jpg"
"13"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/ee/31/e6/ee31e670-0bef-334e-f951-b42e248256d9/source/512x512.jpg"
"Caustic"|"https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/23/ad/49/23ad4921-13d8-d433-da66-1861237b92f1/source/512x512.jpg"
"Scorn (Deluxe Version)"|"https://is2-ssl.mzstatic.com/image/thumb/Music6/v4/2d/d6/93/2dd69381-489e-1cf3-6586-5f601e7ee17c/source/512x512.jpg"
"P / / M"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/2a/8a/19/2a8a19c6-bd86-aeb8-4888-6e6867b2f62d/source/512x512.jpg"
"Home Is Where the Hatred Is"|"https://is4-ssl.mzstatic.com/image/thumb/Music1/v4/92/1e/76/921e764e-c2ca-9d06-1c4e-12e3c0ea5aba/source/512x512.jpg"
